Khushkumar Jajoo,,,,,,,
ECE 202 Project 2 Phase 3,,,,,,,
"Finding the time of flight, range and the maximum height of the hit ball",,,,,,,
,,,,,,,
Time t (s),x (ft),y (ft),y(t)/y(t+dt),,,Maximum Height (ft),= MAX(C:C)
0.9233224,113.0423,57.70435,"=IF(C355="""","""",C354/C355)",,,,
0.9259756,113.3289,57.81156,"=IF(C356="""","""",C355/C356)",,,,
0.9286288,113.6153,57.91847,"=IF(C357="""","""",C356/C357)",,,,
0.931282,113.9015,58.02508,"=IF(C358="""","""",C357/C358)",,,,
0.9339353,114.1876,58.13139,"=IF(C359="""","""",C358/C359)",,,,
0.9365885,114.4734,58.2374,"=IF(C360="""","""",C359/C360)",,,,
0.9392417,114.7591,58.34312,"=IF(C361="""","""",C360/C361)",,,,
0.9418949,115.0446,58.44854,"=IF(C362="""","""",C361/C362)",,,,
0.9445482,115.33,58.55365,"=IF(C363="""","""",C362/C363)",,,,
0.9472014,115.6151,58.65848,"=IF(C364="""","""",C363/C364)",,,,
0.9498546,115.9001,58.763,"=IF(C365="""","""",C364/C365)",,,,
0.9525078,116.1849,58.86723,"=IF(C366="""","""",C365/C366)",,,,
0.9551611,116.4695,58.97116,"=IF(C367="""","""",C366/C367)",,,,
0.9578143,116.754,59.07479,"=IF(C368="""","""",C367/C368)",,,,
0.9604675,117.0382,59.17813,"=IF(C369="""","""",C368/C369)",,,,
0.9631208,117.3223,59.28117,"=IF(C370="""","""",C369/C370)",,,,
0.965774,117.6062,59.38391,"=IF(C371="""","""",C370/C371)",,,,
0.9684272,117.89,59.48636,"=IF(C372="""","""",C371/C372)",,,,
0.9710804,118.1736,59.58851,"=IF(C373="""","""",C372/C373)",,,,
0.9737337,118.457,59.69037,"=IF(C374="""","""",C373/C374)",,,,
0.9763869,118.7402,59.79194,"=IF(C375="""","""",C374/C375)",,,,
0.9790401,119.0232,59.8932,"=IF(C376="""","""",C375/C376)",,,,
0.9816933,119.3061,59.99418,"=IF(C377="""","""",C376/C377)",,,,
0.9843466,119.5888,60.09486,"=IF(C378="""","""",C377/C378)",,,,
0.9869998,119.8713,60.19524,"=IF(C379="""","""",C378/C379)",,,,
0.989653,120.1537,60.29534,"=IF(C380="""","""",C379/C380)",,,,
0.9923062,120.4358,60.39513,"=IF(C381="""","""",C380/C381)",,,,
0.9949595,120.7179,60.49464,"=IF(C382="""","""",C381/C382)",,,,
0.9976127,120.9997,60.59385,"=IF(C383="""","""",C382/C383)",,,,
1.000266,121.2814,60.69277,"=IF(C384="""","""",C383/C384)",,,,
1.002919,121.5628,60.7914,"=IF(C385="""","""",C384/C385)",,,,
1.005572,121.8442,60.88973,"=IF(C386="""","""",C385/C386)",,,,
1.008226,122.1253,60.98777,"=IF(C387="""","""",C386/C387)",,,,
1.010879,122.4063,61.08552,"=IF(C388="""","""",C387/C388)",,,,
1.013532,122.6871,61.18298,"=IF(C389="""","""",C388/C389)",,,,
1.016185,122.9677,61.28015,"=IF(C390="""","""",C389/C390)",,,,
1.018838,123.2482,61.37702,"=IF(C391="""","""",C390/C391)",,,,
1.021492,123.5285,61.47361,"=IF(C392="""","""",C391/C392)",,,,
1.024145,123.8086,61.5699,"=IF(C393="""","""",C392/C393)",,,,
1.026798,124.0886,61.66591,"=IF(C394="""","""",C393/C394)",,,,
1.029451,124.3684,61.76162,"=IF(C395="""","""",C394/C395)",,,,
1.032105,124.648,61.85704,"=IF(C396="""","""",C395/C396)",,,,
1.034758,124.9274,61.95217,"=IF(C397="""","""",C396/C397)",,,,
1.037411,125.2067,62.04702,"=IF(C398="""","""",C397/C398)",,,,
1.040064,125.4858,62.14157,"=IF(C399="""","""",C398/C399)",,,,
1.042718,125.7648,62.23584,"=IF(C400="""","""",C399/C400)",,,,
1.045371,126.0435,62.32981,"=IF(C401="""","""",C400/C401)",,,,
1.048024,126.3221,62.4235,"=IF(C402="""","""",C401/C402)",,,,
1.050677,126.6006,62.5169,"=IF(C403="""","""",C402/C403)",,,,
1.05333,126.8789,62.61001,"=IF(C404="""","""",C403/C404)",,,,
1.055984,127.157,62.70283,"=IF(C405="""","""",C404/C405)",,,,
1.058637,127.4349,62.79536,"=IF(C406="""","""",C405/C406)",,,,
1.06129,127.7127,62.88761,"=IF(C407="""","""",C406/C407)",,,,
1.063943,127.9903,62.97957,"=IF(C408="""","""",C407/C408)",,,,
1.066597,128.2677,63.07124,"=IF(C409="""","""",C408/C409)",,,,
1.06925,128.545,63.16262,"=IF(C410="""","""",C409/C410)",,,,
1.071903,128.8221,63.25372,"=IF(C411="""","""",C410/C411)",,,,
1.074556,129.0991,63.34453,"=IF(C412="""","""",C411/C412)",,,,
1.077209,129.3759,63.43505,"=IF(C413="""","""",C412/C413)",,,,
1.079863,129.6525,63.52529,"=IF(C414="""","""",C413/C414)",,,,
1.082516,129.9289,63.61524,"=IF(C415="""","""",C414/C415)",,,,
1.085169,130.2052,63.70491,"=IF(C416="""","""",C415/C416)",,,,
1.087822,130.4813,63.79429,"=IF(C417="""","""",C416/C417)",,,,
1.090476,130.7573,63.88339,"=IF(C418="""","""",C417/C418)",,,,
1.093129,131.0331,63.9722,"=IF(C419="""","""",C418/C419)",,,,
1.095782,131.3087,64.06072,"=IF(C420="""","""",C419/C420)",,,,
1.098435,131.5842,64.14897,"=IF(C421="""","""",C420/C421)",,,,
1.101088,131.8595,64.23692,"=IF(C422="""","""",C421/C422)",,,,
1.103742,132.1347,64.32459,"=IF(C423="""","""",C422/C423)",,,,
1.106395,132.4096,64.41198,"=IF(C424="""","""",C423/C424)",,,,
1.109048,132.6845,64.49909,"=IF(C425="""","""",C424/C425)",,,,
1.111701,132.9591,64.58591,"=IF(C426="""","""",C425/C426)",,,,
1.114355,133.2336,64.67245,"=IF(C427="""","""",C426/C427)",,,,
1.117008,133.508,64.7587,"=IF(C428="""","""",C427/C428)",,,,
1.119661,133.7821,64.84467,"=IF(C429="""","""",C428/C429)",,,,
1.122314,134.0561,64.93036,"=IF(C430="""","""",C429/C430)",,,,
1.124967,134.33,65.01577,"=IF(C431="""","""",C430/C431)",,,,
1.127621,134.6037,65.10089,"=IF(C432="""","""",C431/C432)",,,,
1.130274,134.8772,65.18573,"=IF(C433="""","""",C432/C433)",,,,
1.132927,135.1506,65.27029,"=IF(C434="""","""",C433/C434)",,,,
1.13558,135.4238,65.35457,"=IF(C435="""","""",C434/C435)",,,,
1.138234,135.6969,65.43857,"=IF(C436="""","""",C435/C436)",,,,
1.140887,135.9698,65.52228,"=IF(C437="""","""",C436/C437)",,,,
1.14354,136.2425,65.60572,"=IF(C438="""","""",C437/C438)",,,,
1.146193,136.5151,65.68887,"=IF(C439="""","""",C438/C439)",,,,
1.148847,136.7875,65.77174,"=IF(C440="""","""",C439/C440)",,,,
1.1515,137.0597,65.85433,"=IF(C441="""","""",C440/C441)",,,,
1.154153,137.3318,65.93664,"=IF(C442="""","""",C441/C442)",,,,
1.156806,137.6038,66.01867,"=IF(C443="""","""",C442/C443)",,,,
1.159459,137.8756,66.10043,"=IF(C444="""","""",C443/C444)",,,,
1.162113,138.1472,66.1819,"=IF(C445="""","""",C444/C445)",,,,
1.164766,138.4187,66.26309,"=IF(C446="""","""",C445/C446)",,,,
1.167419,138.69,66.344,"=IF(C447="""","""",C446/C447)",,,,
1.170072,138.9611,66.42464,"=IF(C448="""","""",C447/C448)",,,,
1.172726,139.2321,66.50499,"=IF(C449="""","""",C448/C449)",,,,
1.175379,139.503,66.58507,"=IF(C450="""","""",C449/C450)",,,,
1.178032,139.7737,66.66487,"=IF(C451="""","""",C450/C451)",,,,
1.180685,140.0442,66.74439,"=IF(C452="""","""",C451/C452)",,,,
1.183338,140.3146,66.82363,"=IF(C453="""","""",C452/C453)",,,,
1.185992,140.5848,66.90259,"=IF(C454="""","""",C453/C454)",,,,
1.188645,140.8549,66.98128,"=IF(C455="""","""",C454/C455)",,,,
1.191298,141.1248,67.05968,"=IF(C456="""","""",C455/C456)",,,,
1.193951,141.3945,67.13781,"=IF(C457="""","""",C456/C457)",,,,
1.196605,141.6641,67.21567,"=IF(C458="""","""",C457/C458)",,,,
1.199258,141.9336,67.29324,"=IF(C459="""","""",C458/C459)",,,,
1.201911,142.2028,67.37054,"=IF(C460="""","""",C459/C460)",,,,
1.204564,142.472,67.44757,"=IF(C461="""","""",C460/C461)",,,,
1.207217,142.741,67.52431,"=IF(C462="""","""",C461/C462)",,,,
1.209871,143.0098,67.60079,"=IF(C463="""","""",C462/C463)",,,,
1.212524,143.2785,67.67698,"=IF(C464="""","""",C463/C464)",,,,
1.215177,143.547,67.7529,"=IF(C465="""","""",C464/C465)",,,,
1.21783,143.8154,67.82854,"=IF(C466="""","""",C465/C466)",,,,
1.220484,144.0836,67.90391,"=IF(C467="""","""",C466/C467)",,,,
1.223137,144.3516,67.979,"=IF(C468="""","""",C467/C468)",,,,
1.22579,144.6195,68.05382,"=IF(C469="""","""",C468/C469)",,,,
1.228443,144.8873,68.12837,"=IF(C470="""","""",C469/C470)",,,,
1.231096,145.1549,68.20263,"=IF(C471="""","""",C470/C471)",,,,
1.23375,145.4224,68.27663,"=IF(C472="""","""",C471/C472)",,,,
1.236403,145.6897,68.35035,"=IF(C473="""","""",C472/C473)",,,,
1.239056,145.9568,68.42379,"=IF(C474="""","""",C473/C474)",,,,
1.241709,146.2238,68.49696,"=IF(C475="""","""",C474/C475)",,,,
1.244363,146.4907,68.56986,"=IF(C476="""","""",C475/C476)",,,,
1.247016,146.7574,68.64249,"=IF(C477="""","""",C476/C477)",,,,
1.249669,147.0239,68.71484,"=IF(C478="""","""",C477/C478)",,,,
1.252322,147.2903,68.78692,"=IF(C479="""","""",C478/C479)",,,,
1.254976,147.5565,68.85872,"=IF(C480="""","""",C479/C480)",,,,
1.257629,147.8226,68.93025,"=IF(C481="""","""",C480/C481)",,,,
1.260282,148.0886,69.00151,"=IF(C482="""","""",C481/C482)",,,,
1.262935,148.3544,69.0725,"=IF(C483="""","""",C482/C483)",,,,
1.265588,148.62,69.14322,"=IF(C484="""","""",C483/C484)",,,,
1.268242,148.8855,69.21366,"=IF(C485="""","""",C484/C485)",,,,
1.270895,149.1509,69.28383,"=IF(C486="""","""",C485/C486)",,,,
1.273548,149.4161,69.35373,"=IF(C487="""","""",C486/C487)",,,,
1.276201,149.6811,69.42336,"=IF(C488="""","""",C487/C488)",,,,
1.278855,149.946,69.49272,"=IF(C489="""","""",C488/C489)",,,,
1.281508,150.2108,69.5618,"=IF(C490="""","""",C489/C490)",,,,
1.284161,150.4754,69.63062,"=IF(C491="""","""",C490/C491)",,,,
1.286814,150.7399,69.69916,"=IF(C492="""","""",C491/C492)",,,,
1.289467,151.0042,69.76744,"=IF(C493="""","""",C492/C493)",,,,
1.292121,151.2683,69.83544,"=IF(C494="""","""",C493/C494)",,,,
1.294774,151.5324,69.90317,"=IF(C495="""","""",C494/C495)",,,,
1.297427,151.7962,69.97064,"=IF(C496="""","""",C495/C496)",,,,
1.30008,152.06,70.03783,"=IF(C497="""","""",C496/C497)",,,,
1.302734,152.3235,70.10475,"=IF(C498="""","""",C497/C498)",,,,
1.305387,152.587,70.17141,"=IF(C499="""","""",C498/C499)",,,,
1.30804,152.8502,70.23779,"=IF(C500="""","""",C499/C500)",,,,
1.310693,153.1134,70.30391,"=IF(C501="""","""",C500/C501)",,,,
1.313346,153.3764,70.36975,"=IF(C502="""","""",C501/C502)",,,,
1.316,153.6392,70.43533,"=IF(C503="""","""",C502/C503)",,,,
1.318653,153.9019,70.50064,"=IF(C504="""","""",C503/C504)",,,,
1.321306,154.1645,70.56568,"=IF(C505="""","""",C504/C505)",,,,
1.323959,154.4269,70.63045,"=IF(C506="""","""",C505/C506)",,,,
1.326613,154.6892,70.69496,"=IF(C507="""","""",C506/C507)",,,,
1.329266,154.9513,70.7592,"=IF(C508="""","""",C507/C508)",,,,
1.331919,155.2133,70.82316,"=IF(C509="""","""",C508/C509)",,,,
1.334572,155.4751,70.88687,"=IF(C510="""","""",C509/C510)",,,,
1.337226,155.7368,70.9503,"=IF(C511="""","""",C510/C511)",,,,
1.339879,155.9983,71.01347,"=IF(C512="""","""",C511/C512)",,,,
1.342532,156.2597,71.07637,"=IF(C513="""","""",C512/C513)",,,,
1.345185,156.521,71.139,"=IF(C514="""","""",C513/C514)",,,,
1.347838,156.7821,71.20137,"=IF(C515="""","""",C514/C515)",,,,
1.350492,157.0431,71.26347,"=IF(C516="""","""",C515/C516)",,,,
1.353145,157.3039,71.3253,"=IF(C517="""","""",C516/C517)",,,,
1.355798,157.5646,71.38687,"=IF(C518="""","""",C517/C518)",,,,
1.358451,157.8251,71.44817,"=IF(C519="""","""",C518/C519)",,,,
1.361105,158.0855,71.5092,"=IF(C520="""","""",C519/C520)",,,,
1.363758,158.3458,71.56997,"=IF(C521="""","""",C520/C521)",,,,
1.366411,158.6059,71.63048,"=IF(C522="""","""",C521/C522)",,,,
1.369064,158.8659,71.69072,"=IF(C523="""","""",C522/C523)",,,,
1.371717,159.1257,71.75069,"=IF(C524="""","""",C523/C524)",,,,
1.374371,159.3854,71.8104,"=IF(C525="""","""",C524/C525)",,,,
1.377024,159.6449,71.86984,"=IF(C526="""","""",C525/C526)",,,,
1.379677,159.9043,71.92902,"=IF(C527="""","""",C526/C527)",,,,
1.38233,160.1636,71.98794,"=IF(C528="""","""",C527/C528)",,,,
1.384984,160.4227,72.04659,"=IF(C529="""","""",C528/C529)",,,,
1.387637,160.6817,72.10497,"=IF(C530="""","""",C529/C530)",,,,
1.39029,160.9406,72.1631,"=IF(C531="""","""",C530/C531)",,,,
1.392943,161.1993,72.22095,"=IF(C532="""","""",C531/C532)",,,,
1.395596,161.4578,72.27855,"=IF(C533="""","""",C532/C533)",,,,
1.39825,161.7163,72.33588,"=IF(C534="""","""",C533/C534)",,,,
1.400903,161.9745,72.39295,"=IF(C535="""","""",C534/C535)",,,,
1.403556,162.2327,72.44975,"=IF(C536="""","""",C535/C536)",,,,
1.406209,162.4907,72.5063,"=IF(C537="""","""",C536/C537)",,,,
1.408863,162.7486,72.56258,"=IF(C538="""","""",C537/C538)",,,,
1.411516,163.0063,72.61859,"=IF(C539="""","""",C538/C539)",,,,
1.414169,163.2639,72.67435,"=IF(C540="""","""",C539/C540)",,,,
1.416822,163.5213,72.72984,"=IF(C541="""","""",C540/C541)",,,,
1.419475,163.7786,72.78507,"=IF(C542="""","""",C541/C542)",,,,
1.422129,164.0358,72.84004,"=IF(C543="""","""",C542/C543)",,,,
1.424782,164.2928,72.89474,"=IF(C544="""","""",C543/C544)",,,,
1.427435,164.5497,72.94919,"=IF(C545="""","""",C544/C545)",,,,
1.430088,164.8065,73.00337,"=IF(C546="""","""",C545/C546)",,,,
1.432742,165.0631,73.05729,"=IF(C547="""","""",C546/C547)",,,,
1.435395,165.3196,73.11095,"=IF(C548="""","""",C547/C548)",,,,
1.438048,165.5759,73.16435,"=IF(C549="""","""",C548/C549)",,,,
1.440701,165.8322,73.21749,"=IF(C550="""","""",C549/C550)",,,,
1.443355,166.0882,73.27036,"=IF(C551="""","""",C550/C551)",,,,
1.446008,166.3442,73.32298,"=IF(C552="""","""",C551/C552)",,,,
1.448661,166.6,73.37534,"=IF(C553="""","""",C552/C553)",,,,
1.451314,166.8556,73.42743,"=IF(C554="""","""",C553/C554)",,,,
1.453967,167.1112,73.47927,"=IF(C555="""","""",C554/C555)",,,,
1.456621,167.3665,73.53085,"=IF(C556="""","""",C555/C556)",,,,
1.459274,167.6218,73.58216,"=IF(C557="""","""",C556/C557)",,,,
1.461927,167.8769,73.63322,"=IF(C558="""","""",C557/C558)",,,,
1.46458,168.1319,73.68402,"=IF(C559="""","""",C558/C559)",,,,
1.467234,168.3867,73.73456,"=IF(C560="""","""",C559/C560)",,,,
1.469887,168.6415,73.78483,"=IF(C561="""","""",C560/C561)",,,,
1.47254,168.896,73.83485,"=IF(C562="""","""",C561/C562)",,,,
1.475193,169.1505,73.88462,"=IF(C563="""","""",C562/C563)",,,,
1.477846,169.4048,73.93412,"=IF(C564="""","""",C563/C564)",,,,
1.4805,169.659,73.98336,"=IF(C565="""","""",C564/C565)",,,,
1.483153,169.913,74.03235,"=IF(C566="""","""",C565/C566)",,,,
1.485806,170.1669,74.08108,"=IF(C567="""","""",C566/C567)",,,,
1.488459,170.4207,74.12954,"=IF(C568="""","""",C567/C568)",,,,
1.491113,170.6743,74.17776,"=IF(C569="""","""",C568/C569)",,,,
1.493766,170.9278,74.22571,"=IF(C570="""","""",C569/C570)",,,,
1.496419,171.1812,74.27341,"=IF(C571="""","""",C570/C571)",,,,
1.499072,171.4344,74.32085,"=IF(C572="""","""",C571/C572)",,,,
1.501725,171.6875,74.36803,"=IF(C573="""","""",C572/C573)",,,,
1.504379,171.9405,74.41495,"=IF(C574="""","""",C573/C574)",,,,
1.507032,172.1933,74.46162,"=IF(C575="""","""",C574/C575)",,,,
1.509685,172.446,74.50803,"=IF(C576="""","""",C575/C576)",,,,
1.512338,172.6986,74.55418,"=IF(C577="""","""",C576/C577)",,,,
1.514992,172.951,74.60008,"=IF(C578="""","""",C577/C578)",,,,
1.517645,173.2033,74.64572,"=IF(C579="""","""",C578/C579)",,,,
1.520298,173.4555,74.69111,"=IF(C580="""","""",C579/C580)",,,,
1.522951,173.7075,74.73624,"=IF(C581="""","""",C580/C581)",,,,
1.525604,173.9595,74.78111,"=IF(C582="""","""",C581/C582)",,,,
1.528258,174.2112,74.82573,"=IF(C583="""","""",C582/C583)",,,,
1.530911,174.4629,74.87009,"=IF(C584="""","""",C583/C584)",,,,
1.533564,174.7144,74.91419,"=IF(C585="""","""",C584/C585)",,,,
1.536217,174.9658,74.95804,"=IF(C586="""","""",C585/C586)",,,,
1.538871,175.217,75.00164,"=IF(C587="""","""",C586/C587)",,,,
1.541524,175.4682,75.04498,"=IF(C588="""","""",C587/C588)",,,,
1.544177,175.7191,75.08807,"=IF(C589="""","""",C588/C589)",,,,
1.54683,175.97,75.1309,"=IF(C590="""","""",C589/C590)",,,,
1.549484,176.2207,75.17347,"=IF(C591="""","""",C590/C591)",,,,
1.552137,176.4713,75.2158,"=IF(C592="""","""",C591/C592)",,,,
1.55479,176.7218,75.25786,"=IF(C593="""","""",C592/C593)",,,,
1.557443,176.9721,75.29968,"=IF(C594="""","""",C593/C594)",,,,
1.560096,177.2224,75.34124,"=IF(C595="""","""",C594/C595)",,,,
1.56275,177.4724,75.38254,"=IF(C596="""","""",C595/C596)",,,,
1.565403,177.7224,75.42359,"=IF(C597="""","""",C596/C597)",,,,
1.568056,177.9722,75.46439,"=IF(C598="""","""",C597/C598)",,,,
1.570709,178.2219,75.50494,"=IF(C599="""","""",C598/C599)",,,,
1.573363,178.4715,75.54523,"=IF(C600="""","""",C599/C600)",,,,
1.576016,178.7209,75.58527,"=IF(C601="""","""",C600/C601)",,,,
1.578669,178.9702,75.62505,"=IF(C602="""","""",C601/C602)",,,,
1.581322,179.2194,75.66459,"=IF(C603="""","""",C602/C603)",,,,
1.583975,179.4684,75.70387,"=IF(C604="""","""",C603/C604)",,,,
1.586629,179.7173,75.74289,"=IF(C605="""","""",C604/C605)",,,,
1.589282,179.9661,75.78167,"=IF(C606="""","""",C605/C606)",,,,
1.591935,180.2148,75.82019,"=IF(C607="""","""",C606/C607)",,,,
1.594588,180.4633,75.85846,"=IF(C608="""","""",C607/C608)",,,,
1.597242,180.7117,75.89648,"=IF(C609="""","""",C608/C609)",,,,
1.599895,180.96,75.93425,"=IF(C610="""","""",C609/C610)",,,,
1.602548,181.2082,75.97177,"=IF(C611="""","""",C610/C611)",,,,
1.605201,181.4562,76.00903,"=IF(C612="""","""",C611/C612)",,,,
1.607854,181.7041,76.04604,"=IF(C613="""","""",C612/C613)",,,,
1.610508,181.9519,76.0828,"=IF(C614="""","""",C613/C614)",,,,
1.613161,182.1995,76.11931,"=IF(C615="""","""",C614/C615)",,,,
1.615814,182.447,76.15557,"=IF(C616="""","""",C615/C616)",,,,
1.618467,182.6944,76.19158,"=IF(C617="""","""",C616/C617)",,,,
1.621121,182.9417,76.22734,"=IF(C618="""","""",C617/C618)",,,,
1.623774,183.1888,76.26285,"=IF(C619="""","""",C618/C619)",,,,
1.626427,183.4359,76.2981,"=IF(C620="""","""",C619/C620)",,,,
1.62908,183.6827,76.33311,"=IF(C621="""","""",C620/C621)",,,,
1.631734,183.9295,76.36786,"=IF(C622="""","""",C621/C622)",,,,
1.634387,184.1761,76.40237,"=IF(C623="""","""",C622/C623)",,,,
1.63704,184.4227,76.43663,"=IF(C624="""","""",C623/C624)",,,,
1.639693,184.669,76.47063,"=IF(C625="""","""",C624/C625)",,,,
1.642346,184.9153,76.50439,"=IF(C626="""","""",C625/C626)",,,,
1.645,185.1614,76.5379,"=IF(C627="""","""",C626/C627)",,,,
1.647653,185.4074,76.57116,"=IF(C628="""","""",C627/C628)",,,,
1.650306,185.6533,76.60417,"=IF(C629="""","""",C628/C629)",,,,
1.652959,185.8991,76.63693,"=IF(C630="""","""",C629/C630)",,,,
1.655613,186.1447,76.66944,"=IF(C631="""","""",C630/C631)",,,,
1.658266,186.3902,76.7017,"=IF(C632="""","""",C631/C632)",,,,
1.660919,186.6356,76.73371,"=IF(C633="""","""",C632/C633)",,,,
1.663572,186.8809,76.76548,"=IF(C634="""","""",C633/C634)",,,,
1.666225,187.126,76.797,"=IF(C635="""","""",C634/C635)",,,,
1.668879,187.371,76.82826,"=IF(C636="""","""",C635/C636)",,,,
1.671532,187.6159,76.85928,"=IF(C637="""","""",C636/C637)",,,,
1.674185,187.8607,76.89006,"=IF(C638="""","""",C637/C638)",,,,
1.676838,188.1054,76.92058,"=IF(C639="""","""",C638/C639)",,,,
1.679492,188.3499,76.95086,"=IF(C640="""","""",C639/C640)",,,,
1.682145,188.5943,76.98089,"=IF(C641="""","""",C640/C641)",,,,
1.684798,188.8386,77.01067,"=IF(C642="""","""",C641/C642)",,,,
1.687451,189.0827,77.04021,"=IF(C643="""","""",C642/C643)",,,,
1.690104,189.3267,77.06949,"=IF(C644="""","""",C643/C644)",,,,
1.692758,189.5706,77.09853,"=IF(C645="""","""",C644/C645)",,,,
1.695411,189.8144,77.12733,"=IF(C646="""","""",C645/C646)",,,,
1.698064,190.0581,77.15588,"=IF(C647="""","""",C646/C647)",,,,
1.700717,190.3016,77.18418,"=IF(C648="""","""",C647/C648)",,,,
1.703371,190.5451,77.21223,"=IF(C649="""","""",C648/C649)",,,,
1.706024,190.7884,77.24004,"=IF(C650="""","""",C649/C650)",,,,
1.708677,191.0315,77.2676,"=IF(C651="""","""",C650/C651)",,,,
1.71133,191.2746,77.29492,"=IF(C652="""","""",C651/C652)",,,,
1.713983,191.5175,77.32198,"=IF(C653="""","""",C652/C653)",,,,
1.716637,191.7603,77.34881,"=IF(C654="""","""",C653/C654)",,,,
1.71929,192.003,77.37539,"=IF(C655="""","""",C654/C655)",,,,
1.721943,192.2456,77.40172,"=IF(C656="""","""",C655/C656)",,,,
1.724596,192.488,77.42781,"=IF(C657="""","""",C656/C657)",,,,
1.72725,192.7304,77.45365,"=IF(C658="""","""",C657/C658)",,,,
1.729903,192.9726,77.47924,"=IF(C659="""","""",C658/C659)",,,,
1.732556,193.2147,77.50459,"=IF(C660="""","""",C659/C660)",,,,
1.735209,193.4566,77.5297,"=IF(C661="""","""",C660/C661)",,,,
1.737863,193.6985,77.55456,"=IF(C662="""","""",C661/C662)",,,,
1.740516,193.9402,77.57918,"=IF(C663="""","""",C662/C663)",,,,
1.743169,194.1818,77.60355,"=IF(C664="""","""",C663/C664)",,,,
1.745822,194.4233,77.62768,"=IF(C665="""","""",C664/C665)",,,,
1.748475,194.6647,77.65156,"=IF(C666="""","""",C665/C666)",,,,
1.751129,194.9059,77.6752,"=IF(C667="""","""",C666/C667)",,,,
1.753782,195.147,77.6986,"=IF(C668="""","""",C667/C668)",,,,
1.756435,195.388,77.72175,"=IF(C669="""","""",C668/C669)",,,,
1.759088,195.6289,77.74466,"=IF(C670="""","""",C669/C670)",,,,
1.761742,195.8697,77.76732,"=IF(C671="""","""",C670/C671)",,,,
1.764395,196.1104,77.78975,"=IF(C672="""","""",C671/C672)",,,,
1.767048,196.3509,77.81192,"=IF(C673="""","""",C672/C673)",,,,
1.769701,196.5913,77.83386,"=IF(C674="""","""",C673/C674)",,,,
1.772354,196.8316,77.85555,"=IF(C675="""","""",C674/C675)",,,,
1.775008,197.0718,77.877,"=IF(C676="""","""",C675/C676)",,,,
1.777661,197.3118,77.8982,"=IF(C677="""","""",C676/C677)",,,,
1.780314,197.5518,77.91916,"=IF(C678="""","""",C677/C678)",,,,
1.782967,197.7916,77.93988,"=IF(C679="""","""",C678/C679)",,,,
1.785621,198.0313,77.96036,"=IF(C680="""","""",C679/C680)",,,,
1.788274,198.2709,77.9806,"=IF(C681="""","""",C680/C681)",,,,
1.790927,198.5103,78.00059,"=IF(C682="""","""",C681/C682)",,,,
1.79358,198.7497,78.02034,"=IF(C683="""","""",C682/C683)",,,,
1.796233,198.9889,78.03985,"=IF(C684="""","""",C683/C684)",,,,
1.798887,199.228,78.05912,"=IF(C685="""","""",C684/C685)",,,,
1.80154,199.467,78.07814,"=IF(C686="""","""",C685/C686)",,,,
1.804193,199.7059,78.09692,"=IF(C687="""","""",C686/C687)",,,,
1.806846,199.9447,78.11547,"=IF(C688="""","""",C687/C688)",,,,
1.8095,200.1833,78.13377,"=IF(C689="""","""",C688/C689)",,,,
1.812153,200.4219,78.15183,"=IF(C690="""","""",C689/C690)",,,,
1.814806,200.6603,78.16964,"=IF(C691="""","""",C690/C691)",,,,
1.817459,200.8986,78.18722,"=IF(C692="""","""",C691/C692)",,,,
1.820112,201.1368,78.20456,"=IF(C693="""","""",C692/C693)",,,,
1.822766,201.3748,78.22165,"=IF(C694="""","""",C693/C694)",,,,
1.825419,201.6128,78.23851,"=IF(C695="""","""",C694/C695)",,,,
1.828072,201.8506,78.25512,"=IF(C696="""","""",C695/C696)",,,,
1.830725,202.0883,78.2715,"=IF(C697="""","""",C696/C697)",,,,
1.833379,202.3259,78.28763,"=IF(C698="""","""",C697/C698)",,,,
1.836032,202.5634,78.30352,"=IF(C699="""","""",C698/C699)",,,,
1.838685,202.8008,78.31918,"=IF(C700="""","""",C699/C700)",,,,
1.841338,203.038,78.33459,"=IF(C701="""","""",C700/C701)",,,,
1.843992,203.2752,78.34976,"=IF(C702="""","""",C701/C702)",,,,
1.846645,203.5122,78.3647,"=IF(C703="""","""",C702/C703)",,,,
1.849298,203.7491,78.37939,"=IF(C704="""","""",C703/C704)",,,,
1.851951,203.9859,78.39385,"=IF(C705="""","""",C704/C705)",,,,
1.854604,204.2226,78.40806,"=IF(C706="""","""",C705/C706)",,,,
1.857258,204.4592,78.42204,"=IF(C707="""","""",C706/C707)",,,,
1.859911,204.6956,78.43578,"=IF(C708="""","""",C707/C708)",,,,
1.862564,204.932,78.44928,"=IF(C709="""","""",C708/C709)",,,,
1.865217,205.1682,78.46254,"=IF(C710="""","""",C709/C710)",,,,
1.867871,205.4043,78.47556,"=IF(C711="""","""",C710/C711)",,,,
1.870524,205.6403,78.48834,"=IF(C712="""","""",C711/C712)",,,,
1.873177,205.8762,78.50088,"=IF(C713="""","""",C712/C713)",,,,
1.87583,206.1119,78.51319,"=IF(C714="""","""",C713/C714)",,,,
1.878483,206.3476,78.52526,"=IF(C715="""","""",C714/C715)",,,,
1.881137,206.5831,78.53709,"=IF(C716="""","""",C715/C716)",,,,
1.88379,206.8185,78.54868,"=IF(C717="""","""",C716/C717)",,,,
1.886443,207.0539,78.56003,"=IF(C718="""","""",C717/C718)",,,,
1.889096,207.2891,78.57115,"=IF(C719="""","""",C718/C719)",,,,
