Khushkumar Jajoo,,,,,,,
ECE 202 Project 2 Phase 3,,,,,,,
"Finding the time of flight, range and the maximum height of the hit ball",,,,,,,
,,,,,,,
Time t (s),x (ft),y (ft),y(t)/y(t+dt),,,Maximum Height (ft),= MAX(C:C)
2.844257,285.3272,67.94234,"=IF(C1079="""","""",C1078/C1079)",,,,
2.846911,285.5271,67.87425,"=IF(C1080="""","""",C1079/C1080)",,,,
2.849564,285.727,67.80596,"=IF(C1081="""","""",C1080/C1081)",,,,
2.852217,285.9268,67.73746,"=IF(C1082="""","""",C1081/C1082)",,,,
2.85487,286.1265,67.66876,"=IF(C1083="""","""",C1082/C1083)",,,,
2.857524,286.3261,67.59986,"=IF(C1084="""","""",C1083/C1084)",,,,
2.860177,286.5256,67.53076,"=IF(C1085="""","""",C1084/C1085)",,,,
2.86283,286.725,67.46145,"=IF(C1086="""","""",C1085/C1086)",,,,
2.865483,286.9243,67.39194,"=IF(C1087="""","""",C1086/C1087)",,,,
2.868136,287.1236,67.32223,"=IF(C1088="""","""",C1087/C1088)",,,,
2.87079,287.3228,67.25232,"=IF(C1089="""","""",C1088/C1089)",,,,
2.873443,287.5219,67.1822,"=IF(C1090="""","""",C1089/C1090)",,,,
2.876096,287.7209,67.11189,"=IF(C1091="""","""",C1090/C1091)",,,,
2.878749,287.9198,67.04137,"=IF(C1092="""","""",C1091/C1092)",,,,
2.881403,288.1186,66.97064,"=IF(C1093="""","""",C1092/C1093)",,,,
2.884056,288.3174,66.89972,"=IF(C1094="""","""",C1093/C1094)",,,,
2.886709,288.516,66.8286,"=IF(C1095="""","""",C1094/C1095)",,,,
2.889362,288.7146,66.75727,"=IF(C1096="""","""",C1095/C1096)",,,,
2.892015,288.9131,66.68574,"=IF(C1097="""","""",C1096/C1097)",,,,
2.894669,289.1115,66.61401,"=IF(C1098="""","""",C1097/C1098)",,,,
2.897322,289.3098,66.54208,"=IF(C1099="""","""",C1098/C1099)",,,,
2.899975,289.508,66.46995,"=IF(C1100="""","""",C1099/C1100)",,,,
2.902628,289.7062,66.39761,"=IF(C1101="""","""",C1100/C1101)",,,,
2.905282,289.9042,66.32508,"=IF(C1102="""","""",C1101/C1102)",,,,
2.907935,290.1022,66.25234,"=IF(C1103="""","""",C1102/C1103)",,,,
2.910588,290.3001,66.17941,"=IF(C1104="""","""",C1103/C1104)",,,,
2.913241,290.4979,66.10627,"=IF(C1105="""","""",C1104/C1105)",,,,
2.915895,290.6956,66.03293,"=IF(C1106="""","""",C1105/C1106)",,,,
2.918548,290.8933,65.95939,"=IF(C1107="""","""",C1106/C1107)",,,,
2.921201,291.0908,65.88565,"=IF(C1108="""","""",C1107/C1108)",,,,
2.923854,291.2883,65.81171,"=IF(C1109="""","""",C1108/C1109)",,,,
2.926507,291.4856,65.73757,"=IF(C1110="""","""",C1109/C1110)",,,,
2.929161,291.6829,65.66323,"=IF(C1111="""","""",C1110/C1111)",,,,
2.931814,291.8801,65.58869,"=IF(C1112="""","""",C1111/C1112)",,,,
2.934467,292.0773,65.51395,"=IF(C1113="""","""",C1112/C1113)",,,,
2.93712,292.2743,65.439,"=IF(C1114="""","""",C1113/C1114)",,,,
2.939774,292.4713,65.36386,"=IF(C1115="""","""",C1114/C1115)",,,,
2.942427,292.6681,65.28852,"=IF(C1116="""","""",C1115/C1116)",,,,
2.94508,292.8649,65.21298,"=IF(C1117="""","""",C1116/C1117)",,,,
2.947733,293.0616,65.13724,"=IF(C1118="""","""",C1117/C1118)",,,,
2.950386,293.2582,65.0613,"=IF(C1119="""","""",C1118/C1119)",,,,
2.95304,293.4548,64.98516,"=IF(C1120="""","""",C1119/C1120)",,,,
2.955693,293.6512,64.90882,"=IF(C1121="""","""",C1120/C1121)",,,,
2.958346,293.8476,64.83228,"=IF(C1122="""","""",C1121/C1122)",,,,
2.960999,294.0438,64.75554,"=IF(C1123="""","""",C1122/C1123)",,,,
2.963653,294.24,64.6786,"=IF(C1124="""","""",C1123/C1124)",,,,
2.966306,294.4361,64.60146,"=IF(C1125="""","""",C1124/C1125)",,,,
2.968959,294.6322,64.52412,"=IF(C1126="""","""",C1125/C1126)",,,,
2.971612,294.8281,64.44659,"=IF(C1127="""","""",C1126/C1127)",,,,
2.974265,295.024,64.36885,"=IF(C1128="""","""",C1127/C1128)",,,,
2.976919,295.2197,64.29092,"=IF(C1129="""","""",C1128/C1129)",,,,
2.979572,295.4154,64.21279,"=IF(C1130="""","""",C1129/C1130)",,,,
2.982225,295.611,64.13446,"=IF(C1131="""","""",C1130/C1131)",,,,
2.984878,295.8065,64.05593,"=IF(C1132="""","""",C1131/C1132)",,,,
2.987532,296.002,63.9772,"=IF(C1133="""","""",C1132/C1133)",,,,
2.990185,296.1973,63.89827,"=IF(C1134="""","""",C1133/C1134)",,,,
2.992838,296.3926,63.81915,"=IF(C1135="""","""",C1134/C1135)",,,,
2.995491,296.5878,63.73983,"=IF(C1136="""","""",C1135/C1136)",,,,
2.998144,296.7829,63.66031,"=IF(C1137="""","""",C1136/C1137)",,,,
3.000798,296.9779,63.58059,"=IF(C1138="""","""",C1137/C1138)",,,,
3.003451,297.1728,63.50067,"=IF(C1139="""","""",C1138/C1139)",,,,
3.006104,297.3676,63.42055,"=IF(C1140="""","""",C1139/C1140)",,,,
3.008757,297.5624,63.34024,"=IF(C1141="""","""",C1140/C1141)",,,,
3.011411,297.7571,63.25973,"=IF(C1142="""","""",C1141/C1142)",,,,
3.014064,297.9517,63.17902,"=IF(C1143="""","""",C1142/C1143)",,,,
3.016717,298.1462,63.09812,"=IF(C1144="""","""",C1143/C1144)",,,,
3.01937,298.3406,63.01701,"=IF(C1145="""","""",C1144/C1145)",,,,
3.022024,298.5349,62.93571,"=IF(C1146="""","""",C1145/C1146)",,,,
3.024677,298.7292,62.85421,"=IF(C1147="""","""",C1146/C1147)",,,,
3.02733,298.9234,62.77252,"=IF(C1148="""","""",C1147/C1148)",,,,
3.029983,299.1175,62.69063,"=IF(C1149="""","""",C1148/C1149)",,,,
3.032636,299.3115,62.60854,"=IF(C1150="""","""",C1149/C1150)",,,,
3.03529,299.5054,62.52625,"=IF(C1151="""","""",C1150/C1151)",,,,
3.037943,299.6992,62.44377,"=IF(C1152="""","""",C1151/C1152)",,,,
3.040596,299.893,62.36109,"=IF(C1153="""","""",C1152/C1153)",,,,
3.043249,300.0867,62.27821,"=IF(C1154="""","""",C1153/C1154)",,,,
3.045903,300.2803,62.19514,"=IF(C1155="""","""",C1154/C1155)",,,,
3.048556,300.4738,62.11187,"=IF(C1156="""","""",C1155/C1156)",,,,
3.051209,300.6672,62.0284,"=IF(C1157="""","""",C1156/C1157)",,,,
3.053862,300.8605,61.94474,"=IF(C1158="""","""",C1157/C1158)",,,,
3.056515,301.0538,61.86088,"=IF(C1159="""","""",C1158/C1159)",,,,
3.059169,301.247,61.77682,"=IF(C1160="""","""",C1159/C1160)",,,,
3.061822,301.4401,61.69257,"=IF(C1161="""","""",C1160/C1161)",,,,
3.064475,301.6331,61.60812,"=IF(C1162="""","""",C1161/C1162)",,,,
3.067128,301.826,61.52348,"=IF(C1163="""","""",C1162/C1163)",,,,
3.069782,302.0188,61.43864,"=IF(C1164="""","""",C1163/C1164)",,,,
3.072435,302.2116,61.35361,"=IF(C1165="""","""",C1164/C1165)",,,,
3.075088,302.4043,61.26837,"=IF(C1166="""","""",C1165/C1166)",,,,
3.077741,302.5969,61.18295,"=IF(C1167="""","""",C1166/C1167)",,,,
3.080394,302.7894,61.09733,"=IF(C1168="""","""",C1167/C1168)",,,,
3.083048,302.9818,61.01151,"=IF(C1169="""","""",C1168/C1169)",,,,
3.085701,303.1741,60.92549,"=IF(C1170="""","""",C1169/C1170)",,,,
3.088354,303.3664,60.83929,"=IF(C1171="""","""",C1170/C1171)",,,,
3.091007,303.5586,60.75288,"=IF(C1172="""","""",C1171/C1172)",,,,
3.093661,303.7507,60.66628,"=IF(C1173="""","""",C1172/C1173)",,,,
3.096314,303.9427,60.57949,"=IF(C1174="""","""",C1173/C1174)",,,,
3.098967,304.1346,60.4925,"=IF(C1175="""","""",C1174/C1175)",,,,
3.10162,304.3265,60.40532,"=IF(C1176="""","""",C1175/C1176)",,,,
3.104273,304.5182,60.31794,"=IF(C1177="""","""",C1176/C1177)",,,,
3.106927,304.7099,60.23037,"=IF(C1178="""","""",C1177/C1178)",,,,
3.10958,304.9015,60.1426,"=IF(C1179="""","""",C1178/C1179)",,,,
3.112233,305.093,60.05464,"=IF(C1180="""","""",C1179/C1180)",,,,
3.114886,305.2845,59.96648,"=IF(C1181="""","""",C1180/C1181)",,,,
3.11754,305.4758,59.87813,"=IF(C1182="""","""",C1181/C1182)",,,,
3.120193,305.6671,59.78959,"=IF(C1183="""","""",C1182/C1183)",,,,
3.122846,305.8583,59.70085,"=IF(C1184="""","""",C1183/C1184)",,,,
3.125499,306.0494,59.61191,"=IF(C1185="""","""",C1184/C1185)",,,,
3.128153,306.2404,59.52279,"=IF(C1186="""","""",C1185/C1186)",,,,
3.130806,306.4314,59.43347,"=IF(C1187="""","""",C1186/C1187)",,,,
3.133459,306.6222,59.34395,"=IF(C1188="""","""",C1187/C1188)",,,,
3.136112,306.813,59.25424,"=IF(C1189="""","""",C1188/C1189)",,,,
3.138765,307.0037,59.16434,"=IF(C1190="""","""",C1189/C1190)",,,,
3.141419,307.1943,59.07424,"=IF(C1191="""","""",C1190/C1191)",,,,
3.144072,307.3848,58.98395,"=IF(C1192="""","""",C1191/C1192)",,,,
3.146725,307.5753,58.89347,"=IF(C1193="""","""",C1192/C1193)",,,,
3.149378,307.7657,58.80279,"=IF(C1194="""","""",C1193/C1194)",,,,
3.152032,307.9559,58.71192,"=IF(C1195="""","""",C1194/C1195)",,,,
3.154685,308.1461,58.62086,"=IF(C1196="""","""",C1195/C1196)",,,,
3.157338,308.3363,58.52961,"=IF(C1197="""","""",C1196/C1197)",,,,
3.159991,308.5263,58.43816,"=IF(C1198="""","""",C1197/C1198)",,,,
3.162644,308.7163,58.34652,"=IF(C1199="""","""",C1198/C1199)",,,,
3.165298,308.9061,58.25468,"=IF(C1200="""","""",C1199/C1200)",,,,
3.167951,309.0959,58.16265,"=IF(C1201="""","""",C1200/C1201)",,,,
3.170604,309.2856,58.07043,"=IF(C1202="""","""",C1201/C1202)",,,,
3.173257,309.4753,57.97802,"=IF(C1203="""","""",C1202/C1203)",,,,
3.175911,309.6648,57.88542,"=IF(C1204="""","""",C1203/C1204)",,,,
3.178564,309.8543,57.79262,"=IF(C1205="""","""",C1204/C1205)",,,,
3.181217,310.0437,57.69963,"=IF(C1206="""","""",C1205/C1206)",,,,
3.18387,310.233,57.60645,"=IF(C1207="""","""",C1206/C1207)",,,,
3.186523,310.4222,57.51307,"=IF(C1208="""","""",C1207/C1208)",,,,
3.189177,310.6113,57.41951,"=IF(C1209="""","""",C1208/C1209)",,,,
3.19183,310.8004,57.32575,"=IF(C1210="""","""",C1209/C1210)",,,,
3.194483,310.9894,57.2318,"=IF(C1211="""","""",C1210/C1211)",,,,
3.197136,311.1783,57.13766,"=IF(C1212="""","""",C1211/C1212)",,,,
3.19979,311.3671,57.04332,"=IF(C1213="""","""",C1212/C1213)",,,,
3.202443,311.5558,56.9488,"=IF(C1214="""","""",C1213/C1214)",,,,
3.205096,311.7445,56.85408,"=IF(C1215="""","""",C1214/C1215)",,,,
3.207749,311.933,56.75917,"=IF(C1216="""","""",C1215/C1216)",,,,
3.210403,312.1215,56.66408,"=IF(C1217="""","""",C1216/C1217)",,,,
3.213056,312.3099,56.56878,"=IF(C1218="""","""",C1217/C1218)",,,,
3.215709,312.4983,56.4733,"=IF(C1219="""","""",C1218/C1219)",,,,
3.218362,312.6865,56.37763,"=IF(C1220="""","""",C1219/C1220)",,,,
3.221015,312.8747,56.28177,"=IF(C1221="""","""",C1220/C1221)",,,,
3.223669,313.0627,56.18571,"=IF(C1222="""","""",C1221/C1222)",,,,
3.226322,313.2508,56.08946,"=IF(C1223="""","""",C1222/C1223)",,,,
3.228975,313.4387,55.99303,"=IF(C1224="""","""",C1223/C1224)",,,,
3.231628,313.6265,55.8964,"=IF(C1225="""","""",C1224/C1225)",,,,
3.234282,313.8143,55.79958,"=IF(C1226="""","""",C1225/C1226)",,,,
3.236935,314.0019,55.70257,"=IF(C1227="""","""",C1226/C1227)",,,,
3.239588,314.1895,55.60537,"=IF(C1228="""","""",C1227/C1228)",,,,
3.242241,314.3771,55.50799,"=IF(C1229="""","""",C1228/C1229)",,,,
3.244894,314.5645,55.41041,"=IF(C1230="""","""",C1229/C1230)",,,,
3.247548,314.7518,55.31264,"=IF(C1231="""","""",C1230/C1231)",,,,
3.250201,314.9391,55.21468,"=IF(C1232="""","""",C1231/C1232)",,,,
3.252854,315.1263,55.11653,"=IF(C1233="""","""",C1232/C1233)",,,,
3.255507,315.3134,55.01819,"=IF(C1234="""","""",C1233/C1234)",,,,
3.258161,315.5004,54.91966,"=IF(C1235="""","""",C1234/C1235)",,,,
3.260814,315.6874,54.82094,"=IF(C1236="""","""",C1235/C1236)",,,,
3.263467,315.8743,54.72203,"=IF(C1237="""","""",C1236/C1237)",,,,
3.26612,316.0611,54.62293,"=IF(C1238="""","""",C1237/C1238)",,,,
3.268773,316.2478,54.52364,"=IF(C1239="""","""",C1238/C1239)",,,,
3.271427,316.4344,54.42416,"=IF(C1240="""","""",C1239/C1240)",,,,
3.27408,316.6209,54.3245,"=IF(C1241="""","""",C1240/C1241)",,,,
3.276733,316.8074,54.22464,"=IF(C1242="""","""",C1241/C1242)",,,,
3.279386,316.9938,54.1246,"=IF(C1243="""","""",C1242/C1243)",,,,
3.28204,317.1801,54.02436,"=IF(C1244="""","""",C1243/C1244)",,,,
3.284693,317.3663,53.92394,"=IF(C1245="""","""",C1244/C1245)",,,,
3.287346,317.5524,53.82333,"=IF(C1246="""","""",C1245/C1246)",,,,
3.289999,317.7385,53.72253,"=IF(C1247="""","""",C1246/C1247)",,,,
3.292652,317.9245,53.62154,"=IF(C1248="""","""",C1247/C1248)",,,,
3.295306,318.1104,53.52036,"=IF(C1249="""","""",C1248/C1249)",,,,
3.297959,318.2962,53.41899,"=IF(C1250="""","""",C1249/C1250)",,,,
3.300612,318.482,53.31743,"=IF(C1251="""","""",C1250/C1251)",,,,
3.303265,318.6676,53.21569,"=IF(C1252="""","""",C1251/C1252)",,,,
3.305919,318.8532,53.11376,"=IF(C1253="""","""",C1252/C1253)",,,,
3.308572,319.0387,53.01164,"=IF(C1254="""","""",C1253/C1254)",,,,
3.311225,319.2241,52.90933,"=IF(C1255="""","""",C1254/C1255)",,,,
3.313878,319.4095,52.80683,"=IF(C1256="""","""",C1255/C1256)",,,,
3.316532,319.5947,52.70415,"=IF(C1257="""","""",C1256/C1257)",,,,
3.319185,319.7799,52.60128,"=IF(C1258="""","""",C1257/C1258)",,,,
3.321838,319.965,52.49822,"=IF(C1259="""","""",C1258/C1259)",,,,
3.324491,320.15,52.39497,"=IF(C1260="""","""",C1259/C1260)",,,,
3.327144,320.3349,52.29153,"=IF(C1261="""","""",C1260/C1261)",,,,
3.329798,320.5198,52.18791,"=IF(C1262="""","""",C1261/C1262)",,,,
3.332451,320.7046,52.0841,"=IF(C1263="""","""",C1262/C1263)",,,,
3.335104,320.8893,51.9801,"=IF(C1264="""","""",C1263/C1264)",,,,
3.337757,321.0739,51.87592,"=IF(C1265="""","""",C1264/C1265)",,,,
3.340411,321.2584,51.77154,"=IF(C1266="""","""",C1265/C1266)",,,,
3.343064,321.4429,51.66698,"=IF(C1267="""","""",C1266/C1267)",,,,
3.345717,321.6273,51.56224,"=IF(C1268="""","""",C1267/C1268)",,,,
3.34837,321.8116,51.4573,"=IF(C1269="""","""",C1268/C1269)",,,,
3.351023,321.9958,51.35218,"=IF(C1270="""","""",C1269/C1270)",,,,
3.353677,322.1799,51.24688,"=IF(C1271="""","""",C1270/C1271)",,,,
3.35633,322.364,51.14138,"=IF(C1272="""","""",C1271/C1272)",,,,
3.358983,322.548,51.0357,"=IF(C1273="""","""",C1272/C1273)",,,,
3.361636,322.7319,50.92984,"=IF(C1274="""","""",C1273/C1274)",,,,
3.36429,322.9157,50.82378,"=IF(C1275="""","""",C1274/C1275)",,,,
3.366943,323.0994,50.71754,"=IF(C1276="""","""",C1275/C1276)",,,,
3.369596,323.2831,50.61112,"=IF(C1277="""","""",C1276/C1277)",,,,
3.372249,323.4667,50.50451,"=IF(C1278="""","""",C1277/C1278)",,,,
3.374902,323.6502,50.39771,"=IF(C1279="""","""",C1278/C1279)",,,,
3.377556,323.8336,50.29073,"=IF(C1280="""","""",C1279/C1280)",,,,
3.380209,324.0169,50.18356,"=IF(C1281="""","""",C1280/C1281)",,,,
3.382862,324.2002,50.0762,"=IF(C1282="""","""",C1281/C1282)",,,,
3.385515,324.3834,49.96866,"=IF(C1283="""","""",C1282/C1283)",,,,
3.388169,324.5665,49.86093,"=IF(C1284="""","""",C1283/C1284)",,,,
3.390822,324.7495,49.75302,"=IF(C1285="""","""",C1284/C1285)",,,,
3.393475,324.9325,49.64492,"=IF(C1286="""","""",C1285/C1286)",,,,
3.396128,325.1153,49.53664,"=IF(C1287="""","""",C1286/C1287)",,,,
3.398781,325.2981,49.42817,"=IF(C1288="""","""",C1287/C1288)",,,,
3.401435,325.4808,49.31952,"=IF(C1289="""","""",C1288/C1289)",,,,
3.404088,325.6634,49.21068,"=IF(C1290="""","""",C1289/C1290)",,,,
3.406741,325.846,49.10165,"=IF(C1291="""","""",C1290/C1291)",,,,
3.409394,326.0285,48.99244,"=IF(C1292="""","""",C1291/C1292)",,,,
3.412048,326.2109,48.88305,"=IF(C1293="""","""",C1292/C1293)",,,,
3.414701,326.3932,48.77347,"=IF(C1294="""","""",C1293/C1294)",,,,
3.417354,326.5754,48.66371,"=IF(C1295="""","""",C1294/C1295)",,,,
3.420007,326.7575,48.55376,"=IF(C1296="""","""",C1295/C1296)",,,,
3.422661,326.9396,48.44363,"=IF(C1297="""","""",C1296/C1297)",,,,
3.425314,327.1216,48.33331,"=IF(C1298="""","""",C1297/C1298)",,,,
3.427967,327.3035,48.22281,"=IF(C1299="""","""",C1298/C1299)",,,,
3.43062,327.4854,48.11212,"=IF(C1300="""","""",C1299/C1300)",,,,
3.433273,327.6671,48.00126,"=IF(C1301="""","""",C1300/C1301)",,,,
3.435927,327.8488,47.8902,"=IF(C1302="""","""",C1301/C1302)",,,,
3.43858,328.0304,47.77896,"=IF(C1303="""","""",C1302/C1303)",,,,
3.441233,328.2119,47.66754,"=IF(C1304="""","""",C1303/C1304)",,,,
3.443886,328.3934,47.55594,"=IF(C1305="""","""",C1304/C1305)",,,,
3.44654,328.5747,47.44415,"=IF(C1306="""","""",C1305/C1306)",,,,
3.449193,328.756,47.33218,"=IF(C1307="""","""",C1306/C1307)",,,,
3.451846,328.9372,47.22002,"=IF(C1308="""","""",C1307/C1308)",,,,
3.454499,329.1183,47.10768,"=IF(C1309="""","""",C1308/C1309)",,,,
3.457152,329.2994,46.99516,"=IF(C1310="""","""",C1309/C1310)",,,,
3.459806,329.4803,46.88245,"=IF(C1311="""","""",C1310/C1311)",,,,
3.462459,329.6612,46.76956,"=IF(C1312="""","""",C1311/C1312)",,,,
3.465112,329.842,46.65649,"=IF(C1313="""","""",C1312/C1313)",,,,
3.467765,330.0228,46.54323,"=IF(C1314="""","""",C1313/C1314)",,,,
3.470419,330.2034,46.42979,"=IF(C1315="""","""",C1314/C1315)",,,,
3.473072,330.384,46.31617,"=IF(C1316="""","""",C1315/C1316)",,,,
3.475725,330.5645,46.20237,"=IF(C1317="""","""",C1316/C1317)",,,,
3.478378,330.7449,46.08838,"=IF(C1318="""","""",C1317/C1318)",,,,
3.481031,330.9252,45.97421,"=IF(C1319="""","""",C1318/C1319)",,,,
3.483685,331.1055,45.85986,"=IF(C1320="""","""",C1319/C1320)",,,,
3.486338,331.2857,45.74532,"=IF(C1321="""","""",C1320/C1321)",,,,
3.488991,331.4658,45.6306,"=IF(C1322="""","""",C1321/C1322)",,,,
3.491644,331.6458,45.5157,"=IF(C1323="""","""",C1322/C1323)",,,,
3.494298,331.8257,45.40062,"=IF(C1324="""","""",C1323/C1324)",,,,
3.496951,332.0056,45.28536,"=IF(C1325="""","""",C1324/C1325)",,,,
3.499604,332.1854,45.16991,"=IF(C1326="""","""",C1325/C1326)",,,,
3.502257,332.3651,45.05429,"=IF(C1327="""","""",C1326/C1327)",,,,
3.504911,332.5447,44.93848,"=IF(C1328="""","""",C1327/C1328)",,,,
3.507564,332.7243,44.82249,"=IF(C1329="""","""",C1328/C1329)",,,,
3.510217,332.9038,44.70631,"=IF(C1330="""","""",C1329/C1330)",,,,
3.51287,333.0832,44.58996,"=IF(C1331="""","""",C1330/C1331)",,,,
3.515523,333.2625,44.47342,"=IF(C1332="""","""",C1331/C1332)",,,,
3.518177,333.4417,44.35671,"=IF(C1333="""","""",C1332/C1333)",,,,
3.52083,333.6209,44.23981,"=IF(C1334="""","""",C1333/C1334)",,,,
3.523483,333.7999,44.12273,"=IF(C1335="""","""",C1334/C1335)",,,,
3.526136,333.979,44.00547,"=IF(C1336="""","""",C1335/C1336)",,,,
3.52879,334.1579,43.88802,"=IF(C1337="""","""",C1336/C1337)",,,,
3.531443,334.3367,43.7704,"=IF(C1338="""","""",C1337/C1338)",,,,
3.534096,334.5155,43.6526,"=IF(C1339="""","""",C1338/C1339)",,,,
3.536749,334.6942,43.53461,"=IF(C1340="""","""",C1339/C1340)",,,,
3.539402,334.8728,43.41645,"=IF(C1341="""","""",C1340/C1341)",,,,
3.542056,335.0513,43.2981,"=IF(C1342="""","""",C1341/C1342)",,,,
3.544709,335.2298,43.17958,"=IF(C1343="""","""",C1342/C1343)",,,,
3.547362,335.4082,43.06087,"=IF(C1344="""","""",C1343/C1344)",,,,
3.550015,335.5865,42.94198,"=IF(C1345="""","""",C1344/C1345)",,,,
3.552669,335.7647,42.82291,"=IF(C1346="""","""",C1345/C1346)",,,,
3.555322,335.9428,42.70367,"=IF(C1347="""","""",C1346/C1347)",,,,
3.557975,336.1209,42.58424,"=IF(C1348="""","""",C1347/C1348)",,,,
3.560628,336.2989,42.46463,"=IF(C1349="""","""",C1348/C1349)",,,,
3.563281,336.4768,42.34484,"=IF(C1350="""","""",C1349/C1350)",,,,
3.565935,336.6546,42.22488,"=IF(C1351="""","""",C1350/C1351)",,,,
3.568588,336.8324,42.10473,"=IF(C1352="""","""",C1351/C1352)",,,,
3.571241,337.01,41.9844,"=IF(C1353="""","""",C1352/C1353)",,,,
3.573894,337.1876,41.8639,"=IF(C1354="""","""",C1353/C1354)",,,,
3.576548,337.3652,41.74321,"=IF(C1355="""","""",C1354/C1355)",,,,
3.579201,337.5426,41.62234,"=IF(C1356="""","""",C1355/C1356)",,,,
3.581854,337.72,41.5013,"=IF(C1357="""","""",C1356/C1357)",,,,
3.584507,337.8973,41.38008,"=IF(C1358="""","""",C1357/C1358)",,,,
3.58716,338.0745,41.25867,"=IF(C1359="""","""",C1358/C1359)",,,,
3.589814,338.2516,41.13709,"=IF(C1360="""","""",C1359/C1360)",,,,
3.592467,338.4287,41.01533,"=IF(C1361="""","""",C1360/C1361)",,,,
3.59512,338.6056,40.89339,"=IF(C1362="""","""",C1361/C1362)",,,,
3.597773,338.7825,40.77127,"=IF(C1363="""","""",C1362/C1363)",,,,
3.600427,338.9593,40.64898,"=IF(C1364="""","""",C1363/C1364)",,,,
3.60308,339.1361,40.5265,"=IF(C1365="""","""",C1364/C1365)",,,,
3.605733,339.3128,40.40385,"=IF(C1366="""","""",C1365/C1366)",,,,
3.608386,339.4893,40.28101,"=IF(C1367="""","""",C1366/C1367)",,,,
3.61104,339.6658,40.158,"=IF(C1368="""","""",C1367/C1368)",,,,
3.613693,339.8423,40.03481,"=IF(C1369="""","""",C1368/C1369)",,,,
3.616346,340.0186,39.91145,"=IF(C1370="""","""",C1369/C1370)",,,,
3.618999,340.1949,39.7879,"=IF(C1371="""","""",C1370/C1371)",,,,
3.621652,340.3711,39.66418,"=IF(C1372="""","""",C1371/C1372)",,,,
3.624306,340.5472,39.54028,"=IF(C1373="""","""",C1372/C1373)",,,,
3.626959,340.7233,39.4162,"=IF(C1374="""","""",C1373/C1374)",,,,
3.629612,340.8992,39.29194,"=IF(C1375="""","""",C1374/C1375)",,,,
3.632265,341.0751,39.16751,"=IF(C1376="""","""",C1375/C1376)",,,,
3.634919,341.2509,39.04289,"=IF(C1377="""","""",C1376/C1377)",,,,
3.637572,341.4267,38.9181,"=IF(C1378="""","""",C1377/C1378)",,,,
3.640225,341.6023,38.79314,"=IF(C1379="""","""",C1378/C1379)",,,,
3.642878,341.7779,38.66799,"=IF(C1380="""","""",C1379/C1380)",,,,
3.645531,341.9534,38.54267,"=IF(C1381="""","""",C1380/C1381)",,,,
3.648185,342.1288,38.41717,"=IF(C1382="""","""",C1381/C1382)",,,,
3.650838,342.3042,38.2915,"=IF(C1383="""","""",C1382/C1383)",,,,
3.653491,342.4795,38.16565,"=IF(C1384="""","""",C1383/C1384)",,,,
3.656144,342.6547,38.03962,"=IF(C1385="""","""",C1384/C1385)",,,,
3.658798,342.8298,37.91341,"=IF(C1386="""","""",C1385/C1386)",,,,
3.661451,343.0048,37.78703,"=IF(C1387="""","""",C1386/C1387)",,,,
3.664104,343.1798,37.66047,"=IF(C1388="""","""",C1387/C1388)",,,,
3.666757,343.3547,37.53374,"=IF(C1389="""","""",C1388/C1389)",,,,
3.66941,343.5295,37.40682,"=IF(C1390="""","""",C1389/C1390)",,,,
3.672064,343.7042,37.27974,"=IF(C1391="""","""",C1390/C1391)",,,,
3.674717,343.8788,37.15247,"=IF(C1392="""","""",C1391/C1392)",,,,
3.67737,344.0534,37.02503,"=IF(C1393="""","""",C1392/C1393)",,,,
3.680023,344.2279,36.89741,"=IF(C1394="""","""",C1393/C1394)",,,,
3.682677,344.4023,36.76962,"=IF(C1395="""","""",C1394/C1395)",,,,
3.68533,344.5767,36.64165,"=IF(C1396="""","""",C1395/C1396)",,,,
3.687983,344.751,36.51351,"=IF(C1397="""","""",C1396/C1397)",,,,
3.690636,344.9251,36.38519,"=IF(C1398="""","""",C1397/C1398)",,,,
3.693289,345.0993,36.25669,"=IF(C1399="""","""",C1398/C1399)",,,,
3.695943,345.2733,36.12802,"=IF(C1400="""","""",C1399/C1400)",,,,
3.698596,345.4473,35.99918,"=IF(C1401="""","""",C1400/C1401)",,,,
3.701249,345.6211,35.87016,"=IF(C1402="""","""",C1401/C1402)",,,,
3.703902,345.7949,35.74096,"=IF(C1403="""","""",C1402/C1403)",,,,
3.706556,345.9687,35.61159,"=IF(C1404="""","""",C1403/C1404)",,,,
3.709209,346.1423,35.48204,"=IF(C1405="""","""",C1404/C1405)",,,,
3.711862,346.3159,35.35232,"=IF(C1406="""","""",C1405/C1406)",,,,
3.714515,346.4894,35.22242,"=IF(C1407="""","""",C1406/C1407)",,,,
3.717169,346.6628,35.09235,"=IF(C1408="""","""",C1407/C1408)",,,,
3.719822,346.8362,34.9621,"=IF(C1409="""","""",C1408/C1409)",,,,
3.722475,347.0094,34.83168,"=IF(C1410="""","""",C1409/C1410)",,,,
3.725128,347.1826,34.70109,"=IF(C1411="""","""",C1410/C1411)",,,,
3.727781,347.3557,34.57032,"=IF(C1412="""","""",C1411/C1412)",,,,
3.730435,347.5288,34.43937,"=IF(C1413="""","""",C1412/C1413)",,,,
3.733088,347.7017,34.30825,"=IF(C1414="""","""",C1413/C1414)",,,,
3.735741,347.8746,34.17696,"=IF(C1415="""","""",C1414/C1415)",,,,
3.738394,348.0474,34.04549,"=IF(C1416="""","""",C1415/C1416)",,,,
